cycle,range_bin,doppler_bin,output_hex
1341255000,56,23,fe40fd3c
1341265000,56,24,035e03ba
1341275000,56,25,fee1fede
1341285000,56,26,fee4ff7f
1341295000,56,27,fff8ff2b
1341305000,56,28,00aa014d
1341315000,56,29,ff9dff5d
1341325000,56,30,008effb0
1341335000,56,31,fefa0019
1346415000,57,0,02fd013e
1346425000,57,1,feb2fef3
1346435000,57,2,ff71fe7c
1346445000,57,3,017f01e2
1346455000,57,4,fe06ff42
1346465000,57,5,023001b9
1346475000,57,6,fcaffef9
1346485000,57,7,0447ff8e
1346495000,57,8,fcb30002
1346505000,57,9,027c0215
1346515000,57,10,fdfffca1
1346525000,57,11,ff6002f5
1346535000,57,12,01cdfd96
1346545000,57,13,ff80011c
1346555000,57,14,003f00b4
1346565000,57,15,0068ff2a
1346575000,57,16,ffc50090
1346585000,57,17,ffcaffbb
1346595000,57,18,ff3900b2
1346605000,57,19,010dff58
1346615000,57,20,ff6cfed8
1346625000,57,21,001800e1
1346635000,57,22,003f013d
1346645000,57,23,fec3fe34
1346655000,57,24,030f01a0
1346665000,57,25,fe20fff9
1346675000,57,26,008ffe4d
1346685000,57,27,ffb4ffe1
1346695000,57,28,007d0228
1346705000,57,29,fee8fe06
1346715000,57,30,017b0002
1346725000,57,31,fd06003c
1351805000,58,0,0071ff71
1351815000,58,1,00a70120
1351825000,58,2,ff6cfecc
1351835000,58,3,013000b1
1351845000,58,4,fd5aff88
1351855000,58,5,03310094
1351865000,58,6,fdaf0056
1351875000,58,7,00a1ff2d
1351885000,58,8,00ba0029
1351895000,58,9,ff7701f7
1351905000,58,10,0060fc06
1351915000,58,11,fde204e6
1351925000,58,12,027cfc76
1351935000,58,13,00b00001
1351945000,58,14,fec900c2
1351955000,58,15,011c0003
1351965000,58,16,fe1b004d
1351975000,58,17,013dffa4
1351985000,58,18,fe4c0066
1351995000,58,19,0150ffcf
1352005000,58,20,ff2aff64
1352015000,58,21,00e70082
1352025000,58,22,01a70028
1352035000,58,23,fd51fecd
1352045000,58,24,015e01e9
1352055000,58,25,fe5dfe95
1352065000,58,26,029400b8
1352075000,58,27,fe5eff06
1352085000,58,28,00940236
1352095000,58,29,fe50fce9
1352105000,58,30,028d0168
1352115000,58,31,fdd20047
1357195000,59,0,01dcffff
1357205000,59,1,fffd0029
1357215000,59,2,ff91ff04
1357225000,59,3,003e028e
1357235000,59,4,fdcafeb6
1357245000,59,5,03c800e1
1357255000,59,6,fd7cff0c
1357265000,59,7,012c0010
1357275000,59,8,ff1effa8
1357285000,59,9,010f0162
1357295000,59,10,fffbfe55
1357305000,59,11,ff4d0236
1357315000,59,12,ffa7fe1c
1357325000,59,13,00c7ffc7
1357335000,59,14,fe86012c
1357345000,59,15,01e3ff0d
1357355000,59,16,ff50011f
1357365000,59,17,004ffeab
1357375000,59,18,feb100bc
1357385000,59,19,01e000f6
1357395000,59,20,ff66fe2e
1357405000,59,21,ff1e01af
1357415000,59,22,00aa0020
1357425000,59,23,0024fdea
1357435000,59,24,ff8602d6
1357445000,59,25,0025fcb2
1357455000,59,26,015f01af
1357465000,59,27,fe05ff62
1357475000,59,28,00e901d4
1357485000,59,29,00b3fe21
1357495000,59,30,00c801e4
1357505000,59,31,fcddfe0d
1362585000,60,0,01ca019f
1362595000,60,1,feb9fec9
1362605000,60,2,0076005d
1362615000,60,3,008bff74
1362625000,60,4,fe6c011e
1362635000,60,5,0489fee3
1362645000,60,6,fbf2008c
1362655000,60,7,00fe0010
1362665000,60,8,fff2fff1
1362675000,60,9,ffcc0027
1362685000,60,10,ff5bff0d
1362695000,60,11,02af03ae
1362705000,60,12,fe2afae6
1362715000,60,13,ffe2026d
1362725000,60,14,008aff53
1362735000,60,15,0000000a
1362745000,60,16,001cff03
1362755000,60,17,004b01fb
1362765000,60,18,fdb2febf
1362775000,60,19,021300bc
1362785000,60,20,fefeff3a
1362795000,60,21,00b70027
1362805000,60,22,ffc601d6
1362815000,60,23,fe74fda2
1362825000,60,24,03c8013d
1362835000,60,25,fcc0ffb5
1362845000,60,26,0029ffa7
1362855000,60,27,0137fff2
1362865000,60,28,ffd40042
1362875000,60,29,fff6ff89
1362885000,60,30,00aa019b
1362895000,60,31,fdc2fe64
1367975000,61,0,fd200007
1367985000,61,1,03460041
1367995000,61,2,fde800c5
1368005000,61,3,0036ff2d
1368015000,61,4,ffce0203
1368025000,61,5,018efddb
1368035000,61,6,ffc100a5
1368045000,61,7,ff51ffd9
1368055000,61,8,ffb80111
1368065000,61,9,0087fea1
1368075000,61,10,0001ff52
1368085000,61,11,fdf702ae
1368095000,61,12,02e4fd48
1368105000,61,13,fe6c00c2
1368115000,61,14,0100ffd1
1368125000,61,15,ffca00dd
1368135000,61,16,ff18ff9d
1368145000,61,17,020400cb
1368155000,61,18,fd4aff53
1368165000,61,19,003eff81
1368175000,61,20,0182ff63
1368185000,61,21,fe4402b1
1368195000,61,22,01b5fd11
1368205000,61,23,feef0229
1368215000,61,24,00fcff5f
1368225000,61,25,002bffb3
1368235000,61,26,ff150136
1368245000,61,27,0091fe40
1368255000,61,28,fff80086
1368265000,61,29,ff9e009a
1368275000,61,30,006a00b1
1368285000,61,31,00e2fe1d
1373365000,62,0,fd9701e7
1373375000,62,1,03e0ff6b
1373385000,62,2,fc7ffeb0
1373395000,62,3,027a020b
1373405000,62,4,fd4a0012
1373415000,62,5,03d4ffb7
1373425000,62,6,fe0dff99
1373435000,62,7,fea3ff2a
1373445000,62,8,020c00a3
1373455000,62,9,fee6ffc8
1373465000,62,10,007bfff9
1373475000,62,11,fef100b2
1373485000,62,12,0072feee
1373495000,62,13,010001bb
1373505000,62,14,ff72febd
1373515000,62,15,ffd4ffd3
1373525000,62,16,0055ff0f
1373535000,62,17,ffa20291
1373545000,62,18,002ffe20
1373555000,62,19,ff920165
1373565000,62,20,ff0aff44
1373575000,62,21,009cffa1
1373585000,62,22,00ffffb9
1373595000,62,23,0037016e
1373605000,62,24,fe98ff5f
1373615000,62,25,01580098
1373625000,62,26,0023ff1b
1373635000,62,27,ffbb0186
1373645000,62,28,ffb2fe2c
1373655000,62,29,ff78ffc9
1373665000,62,30,011e01f5
1373675000,62,31,0002fd65
1378755000,63,0,ff7afe91
1378765000,63,1,012c0032
1378775000,63,2,ff45ffd6
1378785000,63,3,007701a5
1378795000,63,4,0022ff69
1378805000,63,5,fed2ff97
1378815000,63,6,01130036
1378825000,63,7,ff4dff02
1378835000,63,8,00c90171
1378845000,63,9,ffc0ff32
1378855000,63,10,ff3efff1
1378865000,63,11,ff8600b6
1378875000,63,12,00b90022
1378885000,63,13,009cfe90
1378895000,63,14,00ca0150
1378905000,63,15,fefefef8
1378915000,63,16,fe0c00af
1378925000,63,17,02dcffbc
1378935000,63,18,ff010228
1378945000,63,19,ff4dfcef
1378955000,63,20,001a02a7
1378965000,63,21,012afe25
1378975000,63,22,ff2dfffa
1378985000,63,23,fff7009e
1378995000,63,24,fff1003f
1379005000,63,25,01480028
1379015000,63,26,ffd4fec5
1379025000,63,27,ff0a01be
1379035000,63,28,02abff1e
1379045000,63,29,fb50ffe4
1379055000,63,30,03aeff0c
1379065000,63,31,fe820168
